Nro. Pedido;Clase Pedido;Fecha Pedido;Proveedor;Centro;Material;Comprador;Cantidad;Importe;Fecha Entrega;Fecha Entrega real;Cond. Pago;Estrategia;Fecha Devolucion;Motivo;Nro. SolPed
4500007264;COM2;25/8/2016;1000;CEN1;1000006;COMP04;2712;$ 942.557;;;CP04;AA02;;;10007264
4500007265;COM2;13/1/2017;1009;CEN1;1000005;COMP05;2237;$ 944.818;23/1/2017;11/1/2017;CP01;AA03;12/1/2017;CANT;10007265
4500007266;COM2;23/2/2016;1006;CEN2;1000004;COMP02;2900;$ 496.596;13/3/2016;17/3/2016;CP04;AA04;;;10007266
4500007267;COM1;4/1/2017;1003;CEN1;1000002;COMP01;2187;$ 55.798;29/1/2017;19/1/2017;CP01;AA03;;;10007267
4500007268;COM2;31/12/2016;1008;CEN2;1000001;COMP04;2499;$ 212.147;14/1/2017;20/1/2017;CP02;AA03;;;10007268
4500007269;COM2;17/6/2016;1007;CEN1;1000006;COMP05;3623;$ 806.806;19/7/2016;13/7/2016;CP01;AA02;;;10007269
4500007270;COM1;20/10/2017;1006;CEN1;1000002;COMP01;4776;$ 329.295;27/11/2017;28/11/2017;CP01;AA01;;;10007270
4500007271;COM2;16/10/2017;1009;CEN1;1000006;COMP05;442;$ 125.395;;;CP04;AA04;;;10007271
4500007272;COM3;16/1/2017;1009;CEN1;1000003;COMP04;3990;$ 671.080;17/1/2017;5/2/2017;CP03;AA04;;;10007272
4500007273;COM2;14/3/2017;1005;CEN3;1000004;COMP03;728;$ 581.326;2/4/2017;13/3/2017;CP03;AA02;;;10007273
4500007274;COM2;29/9/2016;1007;CEN3;1000003;COMP05;483;$ 966.858;11/11/2016;20/11/2016;CP04;AA03;;;10007274
4500007275;COM2;15/4/2017;1005;CEN2;1000006;COMP01;5081;$ 166.082;31/5/2017;22/5/2017;CP04;AA01;;;10007275
4500007276;COM1;2/5/2017;1009;CEN3;1000001;COMP01;1729;$ 383.958;23/5/2017;24/5/2017;CP04;AA02;;;10007276
4500007277;COM1;27/11/2017;1000;CEN3;1000006;COMP03;519;$ 72.964;14/12/2017;13/12/2017;CP01;AA03;;;10007277
4500007278;COM2;20/6/2017;1003;CEN3;1000003;COMP04;5550;$ 668.320;;;CP04;AA01;;;10007278
4500007279;COM2;30/5/2017;1009;CEN2;1000001;COMP05;1111;$ 847.463;10/6/2017;27/5/2017;CP03;AA03;;;10007279
4500007280;COM3;12/5/2017;1001;CEN1;1000005;COMP01;440;$ 558.579;23/5/2017;24/5/2017;CP03;AA02;;;10007280
4500007281;COM3;24/9/2017;1006;CEN1;1000002;COMP04;556;$ 4.158;3/11/2017;31/10/2017;CP03;;;;10007281
4500007282;COM2;30/12/2016;1006;CEN1;1000004;COMP05;3360;$ 794.244;5/1/2017;10/1/2017;CP01;AA02;;;10007282
4500007283;COM2;27/10/2017;1006;CEN1;1000005;COMP02;2830;$ 761.340;28/10/2017;20/10/2017;CP03;AA03;;;10007283
4500007284;COM1;8/6/2017;1008;CEN1;1000004;COMP04;592;$ 529.508;12/6/2017;17/6/2017;CP01;AA02;;;10007284
4500007285;COM2;22/10/2016;1000;CEN3;1000006;COMP02;4614;$ 523.957;;;CP01;AA01;;;10007285
4500007286;COM2;15/2/2017;1004;CEN2;1000004;COMP04;3223;$ 901.999;1/3/2017;18/3/2017;CP01;AA04;;;10007286
4500007287;COM2;21/12/2016;1002;CEN1;1000004;COMP01;3292;$ 109.854;12/1/2017;9/1/2017;CP02;AA02;;;10007287
4500007288;COM1;24/1/2016;1003;CEN3;1000001;COMP03;4697;$ 330.576;14/2/2016;17/2/2016;CP03;;;;10007288
4500007289;COM3;8/9/2017;1004;CEN1;1000003;COMP04;5362;$ 197.078;7/10/2017;3/10/2017;CP03;AA03;;;10007289
4500007290;COM3;29/11/2017;1000;CEN1;1000001;COMP03;5547;$ 756.359;20/1/2018;26/1/2018;CP02;AA02;;;10007290
4500007291;COM1;10/3/2016;1005;CEN2;1000002;COMP02;5653;$ 178.036;14/4/2016;23/3/2016;CP01;AA02;29/3/2016;ENVA;10007291
4500007292;COM3;26/7/2017;1008;CEN2;1000002;COMP04;5454;$ 746.091;;;CP04;AA03;;;10007292
4500007293;COM1;30/7/2017;1001;CEN2;1000006;COMP05;305;$ 603.701;14/10/2017;9/10/2017;CP01;AA03;;;10007293
4500007294;COM2;13/1/2016;1003;CEN1;1000002;COMP01;5556;$ 534.134;5/3/2016;9/3/2016;CP01;AA01;;;10007294
4500007295;COM1;22/4/2016;1007;CEN1;1000005;COMP03;1302;$ 273.279;4/5/2016;30/4/2016;CP03;AA04;;;10007295
4500007296;COM3;15/1/2016;1007;CEN3;1000006;COMP04;3334;$ 905.629;16/1/2016;28/1/2016;CP03;AA04;;;10007296
4500007297;COM2;5/3/2016;1002;CEN2;1000006;COMP05;935;$ 167.512;10/3/2016;27/2/2016;CP04;AA02;;;10007297
4500007298;COM2;21/3/2016;1000;CEN2;1000005;COMP02;4985;$ 388.661;28/3/2016;30/3/2016;CP01;AA04;;;10007298
4500007299;COM1;8/12/2017;1007;CEN3;1000005;COMP01;4283;$ 489.372;;;CP02;AA04;;;10007299
4500007300;COM2;26/12/2017;1003;CEN2;1000004;COMP04;2112;$ 507.555;3/1/2018;9/1/2018;CP04;AA01;;;10007300
4500007301;COM1;2/9/2017;1003;CEN1;1000002;COMP02;2298;$ 833.838;23/9/2017;15/9/2017;CP02;AA01;;;10007301
4500007302;COM1;7/4/2017;1007;CEN1;1000002;COMP02;4975;$ 475.802;11/6/2017;23/6/2017;CP01;AA03;;;10007302
4500007303;COM3;26/3/2016;1004;CEN1;1000005;COMP02;2854;$ 700.142;2/4/2016;30/3/2016;CP03;AA03;;;10007303
4500007304;COM1;29/2/2016;1002;CEN1;1000003;COMP03;5559;$ 575.980;15/3/2016;16/3/2016;CP03;AA01;18/3/2016;CANT;10007304
4500007305;COM2;3/1/2017;1000;CEN1;1000001;COMP04;1277;$ 567.784;17/1/2017;9/1/2017;CP03;AA02;;;10007305
4500007306;COM3;23/9/2017;1006;CEN1;1000001;COMP01;4263;$ 496.309;;;CP02;AA03;;;10007306
4500007307;COM1;15/1/2016;1009;CEN3;1000006;COMP01;435;$ 386.615;25/2/2016;4/2/2016;CP04;AA02;;;10007307
4500007308;COM2;22/2/2017;1004;CEN3;1000001;COMP04;282;$ 644.567;16/3/2017;17/3/2017;CP01;AA02;;;10007308
4500007309;COM2;31/5/2017;1006;CEN3;1000004;COMP01;5466;$ 375.871;9/6/2017;30/5/2017;CP01;AA01;;;10007309
4500007310;COM1;29/12/2016;1004;CEN3;1000003;COMP05;3958;$ 657.459;16/1/2017;22/1/2017;CP01;AA04;;;10007310
4500007311;COM1;20/2/2017;1008;CEN3;1000003;COMP04;4630;$ 623.700;12/3/2017;18/2/2017;CP04;AA02;;;10007311
4500007312;COM1;29/4/2017;1005;CEN1;1000002;COMP04;1231;$ 542.001;15/5/2017;16/5/2017;CP02;AA04;;;10007312
4500007313;COM2;24/9/2016;1001;CEN1;1000005;COMP03;4307;$ 127.743;;;CP02;;;;10007313
4500007314;COM2;19/1/2016;1000;CEN1;1000005;COMP02;2356;$ 439.637;5/3/2016;7/3/2016;CP03;AA02;;;10007314
4500007315;COM2;5/2/2017;1006;CEN1;1000005;COMP05;3277;$ 344.020;4/5/2017;2/5/2017;CP03;AA04;;;10007315
4500007316;COM1;1/12/2016;1005;CEN1;1000002;COMP01;2142;$ 177.791;5/12/2016;9/12/2016;CP02;AA01;;;10007316
4500007317;COM3;6/8/2017;1000;CEN2;1000006;COMP02;1726;$ 522.400;10/9/2017;9/9/2017;CP03;AA03;13/9/2017;CANT;10007317
4500007318;COM3;22/11/2017;1001;CEN2;1000005;COMP04;1688;$ 478.422;7/1/2018;12/1/2018;CP04;AA02;;;10007318
4500007319;COM2;20/3/2017;1007;CEN1;1000006;COMP03;383;$ 35.975;15/4/2017;14/4/2017;CP04;AA02;;;10007319
4500007320;COM1;16/8/2016;1009;CEN1;1000002;COMP02;4702;$ 633.810;;;CP01;AA01;;;10007320
4500007321;COM2;26/12/2017;1005;CEN1;1000006;COMP04;5480;$ 77.611;10/1/2018;24/12/2017;CP03;AA01;;;10007321
4500007322;COM3;24/2/2017;1010;CEN1;1000002;COMP03;4514;$ 646.655;3/5/2017;13/5/2017;CP03;;;;10007322
4500007323;COM3;11/4/2017;1001;CEN1;1000004;COMP04;1860;$ 849.743;1/5/2017;26/4/2017;CP04;AA01;;;10007323
4500007324;COM2;23/12/2016;1009;CEN3;1000006;COMP01;5035;$ 129.648;25/1/2017;11/2/2017;CP04;AA01;;;10007324
4500007325;COM3;29/7/2017;1009;CEN2;1000005;COMP03;4825;$ 552.242;23/8/2017;10/8/2017;CP03;AA04;;;10007325
4500007326;COM1;9/5/2017;1007;CEN3;1000003;COMP04;5387;$ 660.197;15/5/2017;22/5/2017;CP02;AA01;;;10007326
4500007327;COM1;7/8/2017;1003;CEN2;1000006;COMP05;1414;$ 106.202;;;CP03;AA03;;;10007327
4500007328;COM3;31/5/2016;1006;CEN1;1000002;COMP03;1183;$ 308.500;25/6/2016;30/6/2016;CP01;AA01;;;10007328
4500007329;COM2;21/10/2016;1002;CEN1;1000002;COMP03;1361;$ 407.294;1/11/2016;24/10/2016;CP02;AA01;;;10007329
4500007330;COM1;24/6/2016;1000;CEN1;1000003;COMP05;1827;$ 554.994;19/8/2016;20/8/2016;CP01;;25/8/2016;PLAZ;10007330
4500007331;COM1;1/1/2016;1001;CEN1;1000006;COMP05;911;$ 96.196;10/3/2016;9/3/2016;CP02;AA03;;;10007331
4500007332;COM2;19/2/2016;1001;CEN3;1000002;COMP02;2698;$ 236.656;18/3/2016;13/4/2016;CP01;AA04;;;10007332
4500007333;COM3;10/3/2017;1004;CEN3;1000001;COMP04;2967;$ 210.294;11/4/2017;8/4/2017;CP04;AA02;;;10007333
4500007334;COM3;6/12/2016;1001;CEN2;1000002;COMP04;3499;$ 680.709;;;CP02;AA04;;;10007334
4500007335;COM1;31/3/2016;1003;CEN1;1000004;COMP05;3862;$ 283.720;11/5/2016;24/4/2016;CP01;AA04;;;10007335
4500007336;COM3;1/6/2016;1003;CEN1;1000003;COMP03;853;$ 722.454;10/6/2016;11/6/2016;CP04;AA01;;;10007336
4500007337;COM3;11/5/2016;1005;CEN3;1000001;COMP02;4260;$ 131.413;28/7/2016;14/7/2016;CP04;AA03;;;10007337
4500007338;COM2;24/5/2016;1008;CEN1;1000002;COMP01;5485;$ 77.729;11/6/2016;29/6/2016;CP01;;;;10007338
4500007339;COM1;29/1/2017;1001;CEN2;1000004;COMP04;1148;$ 982.784;4/2/2017;13/1/2017;CP02;AA03;;;10007339
4500007340;COM1;16/4/2016;1001;CEN2;1000001;COMP04;5314;$ 606.049;20/5/2016;21/5/2016;CP04;AA02;;;10007340
4500007341;COM3;8/1/2016;1006;CEN1;1000005;COMP05;5091;$ 803.042;;;CP04;AA01;;;10007341
4500007342;COM2;12/9/2016;1010;CEN1;1000006;COMP03;35;$ 176.109;19/9/2016;28/9/2016;CP02;AA04;;;10007342
4500007343;COM3;10/9/2016;1007;CEN3;1000006;COMP05;1330;$ 703.239;27/10/2016;22/10/2016;CP02;AA01;26/10/2016;CALI;10007343
4500007344;COM1;4/3/2016;1008;CEN1;1000005;COMP01;1782;$ 50.955;5/3/2016;21/3/2016;CP01;AA02;;;10007344
4500007345;COM2;18/1/2016;1008;CEN1;1000003;COMP05;2832;$ 660.935;27/1/2016;12/1/2016;CP04;AA02;;;10007345
4500007346;COM2;30/6/2016;1009;CEN1;1000002;COMP05;4353;$ 908.917;23/9/2016;17/10/2016;CP02;AA02;;;10007346
4500007347;COM1;8/11/2017;1002;CEN2;1000001;COMP05;2899;$ 34.701;12/11/2017;24/10/2017;CP02;AA02;;;10007347
4500007348;COM1;1/4/2016;1009;CEN3;1000006;COMP03;3148;$ 370.636;;;CP04;AA04;;;10007348
4500007349;COM1;27/2/2016;1010;CEN1;1000003;COMP01;830;$ 156.061;15/5/2016;16/4/2016;CP02;AA01;;;10007349
4500007350;COM1;23/11/2017;1009;CEN1;1000004;COMP05;333;$ 297.328;13/12/2017;27/12/2017;CP04;AA02;;;10007350
4500007351;COM1;10/8/2016;1004;CEN3;1000002;COMP05;4641;$ 457.040;19/8/2016;14/8/2016;CP02;AA01;;;10007351
4500007352;COM2;7/6/2016;1006;CEN1;1000005;COMP01;4903;$ 13.065;24/6/2016;25/6/2016;CP03;AA04;;;10007352
4500007353;COM1;13/11/2017;1007;CEN1;1000002;COMP05;2153;$ 731.268;28/12/2017;26/12/2017;CP03;AA03;;;10007353
4500007354;COM2;29/9/2017;1002;CEN1;1000006;COMP05;2755;$ 286.468;21/10/2017;9/11/2017;CP03;AA02;;;10007354
4500007355;COM1;19/8/2016;1001;CEN3;1000001;COMP03;4551;$ 484.059;;;CP04;AA04;;;10007355
4500007356;COM2;3/8/2017;1004;CEN3;1000002;COMP05;1071;$ 384.522;29/9/2017;3/10/2017;CP01;AA03;6/10/2017;CALI;10007356
4500007357;COM1;26/7/2017;1009;CEN1;1000004;COMP04;2012;$ 879.763;22/9/2017;14/9/2017;CP03;AA01;;;10007357
4500007358;COM2;17/11/2016;1000;CEN3;1000004;COMP05;4460;$ 874.573;22/11/2016;29/11/2016;CP01;AA03;;;10007358
4500007359;COM3;11/10/2017;1006;CEN3;1000004;COMP02;5172;$ 212.586;23/10/2017;21/10/2017;CP03;AA04;;;10007359
4500007360;COM3;28/1/2016;1009;CEN1;1000004;COMP04;3261;$ 686.789;4/2/2016;26/2/2016;CP02;AA03;;;10007360
4500007361;COM2;16/3/2016;1004;CEN3;1000005;COMP01;5564;$ 291.689;22/3/2016;13/3/2016;CP04;AA04;;;10007361
4500007362;COM1;29/3/2016;1006;CEN2;1000006;COMP04;5271;$ 673.992;;;CP03;AA03;;;10007362
4500007363;COM1;9/9/2016;1007;CEN1;1000004;COMP05;1470;$ 619.529;17/11/2016;14/11/2016;CP04;AA03;;;10007363
4500007364;COM1;13/12/2016;1003;CEN3;1000002;COMP01;280;$ 998.807;20/1/2017;21/1/2017;CP03;AA03;;;10007364
4500007365;COM3;31/3/2017;1005;CEN2;1000005;COMP04;1425;$ 501.965;5/6/2017;1/6/2017;CP02;AA04;;;10007365
4500007366;COM2;2/8/2016;1008;CEN2;1000001;COMP03;784;$ 868.837;4/8/2016;6/8/2016;CP02;AA03;;;10007366
4500007367;COM2;15/12/2016;1010;CEN2;1000006;COMP03;4292;$ 59.960;23/12/2016;7/12/2016;CP03;AA02;;;10007367
4500007368;COM3;22/12/2016;1008;CEN2;1000006;COMP03;3358;$ 38.400;9/1/2017;29/1/2017;CP02;AA04;;;10007368
4500007369;COM1;11/6/2017;1004;CEN3;1000004;COMP05;4694;$ 655.270;;;CP03;AA04;;;10007369
4500007370;COM1;1/11/2017;1008;CEN2;1000002;COMP01;2957;$ 903.124;7/11/2017;11/11/2017;CP01;AA04;;;10007370
4500007371;COM3;17/1/2017;1006;CEN3;1000001;COMP01;692;$ 727.669;23/1/2017;3/1/2017;CP01;AA02;;;10007371
4500007372;COM3;31/3/2016;1010;CEN3;1000005;COMP03;5304;$ 167.660;8/5/2016;27/5/2016;CP03;AA03;;;10007372
4500007373;COM2;20/7/2016;1003;CEN1;1000006;COMP04;2115;$ 740.164;8/9/2016;6/9/2016;CP04;AA03;;;10007373
4500007374;COM2;16/2/2016;1002;CEN1;1000005;COMP01;4091;$ 309.174;30/3/2016;5/4/2016;CP02;AA01;;;10007374
4500007375;COM2;2/5/2017;1004;CEN2;1000001;COMP03;2892;$ 30.641;16/5/2017;15/5/2017;CP01;AA02;;;10007375
4500007376;COM2;18/1/2016;1005;CEN3;1000002;COMP04;3296;$ 605.246;;;CP04;AA03;;;10007376
4500007377;COM3;18/5/2016;1007;CEN2;1000006;COMP05;4228;$ 404.288;28/5/2016;14/5/2016;CP01;AA02;;;10007377
4500007378;COM2;24/2/2017;1007;CEN3;1000006;COMP01;3764;$ 539.025;24/3/2017;15/4/2017;CP02;;;;10007378
4500007379;COM3;12/5/2016;1006;CEN1;1000004;COMP04;3207;$ 161.831;30/6/2016;16/6/2016;CP02;AA04;;;10007379
4500007380;COM1;17/10/2017;1010;CEN1;1000005;COMP02;2982;$ 41.128;22/1/2018;24/1/2018;CP02;AA04;;;10007380
4500007381;COM1;6/12/2016;1000;CEN2;1000004;COMP04;4354;$ 739.374;17/12/2016;21/11/2016;CP03;AA03;;;10007381
4500007382;COM1;25/10/2016;1000;CEN2;1000003;COMP04;3805;$ 665.941;23/11/2016;13/12/2016;CP02;AA04;14/12/2016;ENVA;10007382
4500007383;COM2;12/5/2017;1004;CEN3;1000001;COMP01;4551;$ 473.262;;;CP04;AA01;;;10007383
4500007384;COM1;13/8/2017;1000;CEN1;1000003;COMP03;3095;$ 863.763;20/8/2017;18/9/2017;CP04;AA02;;;10007384
4500007385;COM1;21/12/2016;1008;CEN1;1000004;COMP01;1371;$ 47.297;2/2/2017;1/2/2017;CP01;AA02;;;10007385
4500007386;COM2;9/12/2016;1006;CEN1;1000003;COMP05;555;$ 773.177;14/1/2017;26/1/2017;CP01;AA01;;;10007386
4500007387;COM2;10/1/2016;1003;CEN3;1000006;COMP01;2984;$ 2.335;12/1/2016;3/1/2016;CP04;AA03;;;10007387
4500007388;COM3;16/11/2017;1008;CEN3;1000002;COMP03;3552;$ 198.424;11/12/2017;16/12/2017;CP03;AA04;;;10007388
4500007389;COM3;1/5/2017;1007;CEN1;1000002;COMP02;4671;$ 878.838;20/5/2017;14/5/2017;CP04;AA02;;;10007389
4500007390;COM1;28/12/2016;1003;CEN1;1000003;COMP01;2087;$ 522.294;;;CP01;AA03;;;10007390
4500007391;COM1;19/12/2016;1009;CEN2;1000001;COMP04;3111;$ 587.548;20/12/2016;16/12/2016;CP01;AA01;;;10007391
4500007392;COM3;11/5/2017;1000;CEN1;1000004;COMP01;5351;$ 680.933;21/5/2017;28/5/2017;CP02;AA04;;;10007392
4500007393;COM3;26/1/2017;1005;CEN2;1000002;COMP05;4732;$ 440.316;29/1/2017;26/1/2017;CP03;AA04;;;10007393
4500007394;COM2;19/2/2016;1005;CEN3;1000003;COMP01;4600;$ 743.280;27/4/2016;10/5/2016;CP01;AA03;;;10007394
4500007395;COM1;9/7/2016;1008;CEN3;1000003;COMP01;1117;$ 830.995;13/8/2016;1/8/2016;CP03;AA02;2/8/2016;ESTA;10007395
4500007396;COM1;17/9/2017;1000;CEN2;1000004;COMP01;2653;$ 499.894;22/9/2017;26/9/2017;CP01;AA02;;;10007396
4500007397;COM2;11/5/2016;1000;CEN3;1000001;COMP04;5166;$ 399.965;;;CP02;AA03;;;10007397
4500007398;COM2;9/2/2017;1006;CEN1;1000006;COMP04;3880;$ 822.846;14/2/2017;23/2/2017;CP04;AA04;;;10007398
4500007399;COM1;24/1/2016;1004;CEN1;1000004;COMP01;4765;$ 930.602;22/2/2016;20/2/2016;CP04;;;;10007399
4500007400;COM1;22/11/2017;1004;CEN3;1000004;COMP01;1071;$ 657.413;3/12/2017;5/12/2017;CP02;AA01;;;10007400
4500007401;COM1;14/9/2017;1005;CEN2;1000001;COMP02;4212;$ 563.194;1/10/2017;26/9/2017;CP01;AA03;;;10007401
4500007402;COM2;21/3/2017;1001;CEN1;1000005;COMP02;973;$ 591.791;10/4/2017;2/5/2017;CP02;AA02;;;10007402
4500007403;COM1;19/7/2016;1009;CEN3;1000001;COMP01;2035;$ 804.629;24/9/2016;20/9/2016;CP04;AA03;;;10007403
4500007404;COM1;18/11/2017;1002;CEN3;1000002;COMP01;1042;$ 437.411;;;CP04;AA01;;;10007404
4500007405;COM1;5/5/2017;1000;CEN2;1000006;COMP04;2551;$ 381.478;8/5/2017;7/5/2017;CP02;AA01;;;10007405
4500007406;COM3;25/11/2017;1000;CEN1;1000001;COMP03;854;$ 426.948;17/12/2017;7/1/2018;CP01;AA03;;;10007406
4500007407;COM3;20/5/2016;1002;CEN2;1000004;COMP05;5568;$ 926.029;17/7/2016;4/7/2016;CP02;AA02;;;10007407
4500007408;COM2;7/4/2016;1004;CEN3;1000005;COMP05;441;$ 164.742;30/6/2016;5/7/2016;CP01;AA04;6/7/2016;ENVA;10007408
4500007409;COM1;23/8/2017;1010;CEN3;1000002;COMP02;5092;$ 390.567;23/10/2017;22/10/2017;CP02;AA04;;;10007409
4500007410;COM3;23/11/2016;1003;CEN1;1000004;COMP05;3897;$ 819.458;7/12/2016;8/12/2016;CP03;AA03;;;10007410
4500007411;COM2;30/4/2017;1009;CEN3;1000003;COMP03;5674;$ 862.965;;;CP03;AA01;;;10007411
4500007412;COM3;11/3/2016;1005;CEN2;1000006;COMP01;1644;$ 542.223;16/3/2016;20/3/2016;CP01;AA03;;;10007412
4500007413;COM3;28/6/2016;1004;CEN3;1000006;COMP01;307;$ 140.059;25/8/2016;15/8/2016;CP01;AA03;;;10007413
4500007414;COM1;11/2/2017;1005;CEN2;1000002;COMP02;5175;$ 964.105;26/2/2017;1/3/2017;CP01;AA02;;;10007414
4500007415;COM1;29/6/2016;1002;CEN1;1000001;COMP04;1948;$ 928.255;28/7/2016;18/7/2016;CP02;AA02;;;10007415
4500007416;COM3;28/5/2016;1007;CEN2;1000005;COMP05;1170;$ 174.537;6/7/2016;17/7/2016;CP03;AA02;;;10007416
4500007417;COM3;1/5/2017;1007;CEN1;1000004;COMP04;3199;$ 508.680;12/5/2017;19/4/2017;CP04;AA03;;;10007417
4500007418;COM1;12/10/2017;1005;CEN2;1000003;COMP04;3582;$ 610.320;;;CP01;AA02;;;10007418
4500007419;COM1;6/2/2016;1010;CEN3;1000003;COMP05;5153;$ 499.295;12/2/2016;2/2/2016;CP04;AA03;;;10007419
4500007420;COM1;15/11/2017;1002;CEN1;1000002;COMP03;2503;$ 611.707;11/2/2018;20/2/2018;CP02;AA04;;;10007420
4500007421;COM3;8/6/2016;1003;CEN2;1000001;COMP04;2209;$ 20.340;28/6/2016;20/6/2016;CP04;AA01;22/6/2016;PLAZ;10007421
4500007422;COM2;5/4/2016;1006;CEN3;1000004;COMP03;3352;$ 826.863;1/5/2016;9/5/2016;CP02;AA01;;;10007422
4500007423;COM2;14/1/2016;1006;CEN3;1000003;COMP04;2003;$ 326.645;4/2/2016;26/1/2016;CP03;AA03;;;10007423
4500007424;COM2;27/9/2017;1007;CEN3;1000002;COMP05;1862;$ 956.274;11/10/2017;12/10/2017;CP02;AA01;;;10007424
4500007425;COM3;30/5/2017;1007;CEN3;1000005;COMP03;1081;$ 750.130;;;CP04;AA04;;;10007425
4500007426;COM1;25/8/2016;1009;CEN3;1000001;COMP05;1820;$ 541.416;30/8/2016;7/9/2016;CP03;AA01;;;10007426
4500007427;COM1;8/8/2017;1001;CEN3;1000006;COMP05;4378;$ 212.339;8/9/2017;30/8/2017;CP03;AA01;;;10007427
4500007428;COM2;17/3/2017;1008;CEN2;1000002;COMP03;551;$ 632.696;1/4/2017;12/4/2017;CP02;AA03;;;10007428
4500007429;COM3;11/3/2017;1004;CEN1;1000006;COMP01;4209;$ 572.562;11/4/2017;9/4/2017;CP03;AA04;;;10007429
4500007430;COM2;15/2/2017;1006;CEN1;1000002;COMP02;1663;$ 570.289;28/2/2017;1/3/2017;CP04;AA04;;;10007430
4500007431;COM1;27/12/2017;1002;CEN2;1000002;COMP01;1441;$ 743.054;5/1/2018;19/12/2017;CP04;AA01;;;10007431
4500007432;COM2;22/6/2017;1003;CEN2;1000006;COMP01;2552;$ 764.088;;;CP04;AA02;;;10007432
4500007433;COM1;17/5/2017;1010;CEN3;1000005;COMP05;2100;$ 629.195;29/5/2017;15/5/2017;CP01;AA01;;;10007433
4500007434;COM1;15/8/2016;1005;CEN2;1000001;COMP03;3035;$ 271.198;19/8/2016;31/8/2016;CP02;AA01;1/9/2016;CALI;10007434
4500007435;COM2;14/5/2016;1003;CEN1;1000002;COMP02;2354;$ 164.090;15/5/2016;14/5/2016;CP02;AA01;;;10007435
4500007436;COM3;3/2/2016;1006;CEN3;1000006;COMP01;1604;$ 972.776;9/2/2016;10/2/2016;CP04;AA01;;;10007436
4500007437;COM2;24/9/2016;1001;CEN3;1000006;COMP01;358;$ 154.346;12/11/2016;3/11/2016;CP04;;;;10007437
4500007438;COM2;14/11/2016;1010;CEN1;1000004;COMP05;1242;$ 218.762;11/2/2017;27/2/2017;CP02;AA02;;;10007438
4500007439;COM2;15/3/2016;1006;CEN2;1000003;COMP03;1899;$ 549.789;;;CP02;AA04;;;10007439
4500007440;COM2;10/3/2016;1006;CEN3;1000004;COMP02;4266;$ 151.030;10/4/2016;1/5/2016;CP03;AA03;;;10007440
4500007441;COM2;30/4/2016;1009;CEN2;1000003;COMP01;4298;$ 109.242;2/7/2016;26/6/2016;CP02;AA01;;;10007441
4500007442;COM2;28/1/2017;1000;CEN3;1000002;COMP05;3000;$ 940.481;16/2/2017;18/2/2017;CP02;AA01;;;10007442
4500007443;COM3;13/12/2017;1003;CEN3;1000005;COMP03;4438;$ 549.884;8/1/2018;1/1/2018;CP04;AA02;;;10007443
4500007444;COM1;6/8/2016;1000;CEN3;1000006;COMP03;2691;$ 205.860;28/9/2016;3/10/2016;CP02;AA01;;;10007444
4500007445;COM3;18/3/2017;1004;CEN2;1000001;COMP05;5236;$ 869.442;23/3/2017;22/3/2017;CP01;AA03;;;10007445
4500007446;COM1;25/10/2017;1010;CEN2;1000004;COMP05;1644;$ 477.836;;;CP02;AA03;;;10007446
4500007447;COM1;12/4/2016;1000;CEN3;1000002;COMP04;2817;$ 440.277;18/4/2016;7/4/2016;CP02;AA01;12/4/2016;ESTA;10007447
4500007448;COM3;25/3/2017;1010;CEN2;1000006;COMP05;1831;$ 147.269;22/4/2017;24/4/2017;CP03;AA01;;;10007448
4500007449;COM2;15/3/2016;1009;CEN2;1000004;COMP02;3081;$ 733.687;23/3/2016;17/3/2016;CP02;AA03;;;10007449
4500007450;COM2;21/4/2017;1008;CEN3;1000002;COMP05;671;$ 875.269;6/7/2017;11/7/2017;CP01;AA01;;;10007450
4500007451;COM3;18/10/2016;1006;CEN2;1000001;COMP04;4398;$ 308.726;15/11/2016;7/11/2016;CP02;AA01;;;10007451
4500007452;COM3;18/2/2016;1008;CEN1;1000003;COMP02;2552;$ 526.777;16/4/2016;25/4/2016;CP03;AA04;;;10007452
4500007453;COM2;21/2/2017;1004;CEN3;1000001;COMP01;3626;$ 131.985;;;CP01;AA03;;;10007453
4500007454;COM2;25/12/2017;1005;CEN2;1000001;COMP03;3868;$ 927.736;14/1/2018;17/1/2018;CP01;AA02;;;10007454
4500007455;COM3;22/8/2016;1007;CEN1;1000006;COMP04;4824;$ 399.459;25/8/2016;13/8/2016;CP02;AA02;;;10007455
4500007456;COM3;14/1/2017;1006;CEN1;1000004;COMP05;1076;$ 294.567;28/1/2017;5/2/2017;CP03;AA02;;;10007456
4500007457;COM3;13/10/2017;1000;CEN1;1000004;COMP03;5300;$ 294.524;19/11/2017;28/10/2017;CP04;AA03;;;10007457
4500007458;COM3;24/12/2016;1010;CEN1;1000004;COMP03;3179;$ 766.663;1/1/2017;11/1/2017;CP01;;;;10007458
4500007459;COM1;20/8/2017;1006;CEN2;1000004;COMP01;3586;$ 716.729;23/8/2017;12/8/2017;CP04;AA03;;;10007459
4500007460;COM2;30/4/2017;1005;CEN1;1000003;COMP01;2332;$ 990.159;;;CP04;AA02;;;10007460
4500007461;COM3;7/4/2017;1001;CEN1;1000005;COMP01;1730;$ 940.902;23/4/2017;28/3/2017;CP04;AA02;;;10007461
4500007462;COM1;28/6/2017;1004;CEN3;1000004;COMP02;3415;$ 308.206;3/7/2017;4/7/2017;CP03;AA03;;;10007462
